User ID,Timestamp,Login Status,IP Address,Device Type,Location,Session Duration,Failed Attempts,Behavioral Score,Anomaly
0.0980980980980981,2023-08-26 08:48:34.618259,Success,192.168.1.65,Desktop,Germany,0.04279876054111038,0.0,0.6159941525257907,0.0
0.6406406406406406,2023-08-29 22:23:34.618259,Success,192.168.1.16,Desktop,Germany,0.02721921001458332,0.0,0.5110231564935481,0.0
0.7497497497497497,2023-08-25 15:44:34.618259,Success,192.168.1.14,Desktop,USA,0.20071306881910803,0.0,0.5641614732148162,0.0
0.5325325325325325,2023-08-28 01:43:34.618259,Success,192.168.1.36,Mobile,Mars,0.04681209070559504,0.0,0.49856265653076637,1.0
0.05305305305305306,2023-08-28 13:18:34.618259,Success,192.168.1.14,Tablet,Germany,0.1219762991562512,0.0,0.6887297673840889,0.0
0.34434434434434436,2023-08-27 00:33:34.618259,Success,192.168.1.54,Tablet,Canada,0.1285560734317729,0.0,0.5406428755692094,0.0
0.19919919919919918,2023-08-24 20:14:34.618259,Success,192.168.1.95,Desktop,Germany,0.004236340186368609,0.0,0.5111837393670784,0.0
0.04604604604604605,2023-08-27 09:42:34.618259,Success,192.168.1.65,Desktop,Germany,0.05453984299750098,0.0,0.6021534558326631,0.0
0.7887887887887888,2023-08-29 01:06:34.618259,Success,192.168.1.20,Mobile,USA,0.1425507136020598,0.0,0.6676168902923504,0.0
0.05805805805805806,2023-08-28 10:46:34.618259,Success,192.168.1.20,Tablet,Canada,0.029424348233189134,0.0,0.5904072646764497,0.0
0.1931931931931932,2023-08-28 04:36:34.618259,Success,192.168.1.14,Tablet,Canada,0.20480396196734452,0.0,0.588581115259885,0.0
0.13913913913913914,2023-08-27 04:22:34.618259,Success,192.168.1.95,Tablet,Germany,0.11259704955161755,0.0,0.35245006654374,0.0
0.8768768768768769,2023-08-26 10:51:34.618259,Success,192.168.1.25,Tablet,Canada,0.23117870412453442,0.0,0.6273996444026048,0.0
0.4494494494494495,2023-08-24 21:22:34.618259,Fail,192.168.1.14,Tablet,USA,0.0,0.2,0.2890511544041958,1.0
0.4744744744744745,2023-08-25 11:34:34.618259,Success,192.168.1.95,Desktop,Germany,0.02279868997931492,0.0,0.5269277146729198,0.0
0.8288288288288288,2023-08-27 08:40:34.618259,Success,192.168.1.95,Mobile,USA,0.0875142306104301,0.0,0.5128911035109359,0.0
0.965965965965966,2023-08-31 06:07:34.618259,Success,192.168.1.36,Desktop,Germany,0.05177577574829235,0.0,0.6328805691448048,0.0
0.975975975975976,2023-08-25 19:02:34.618259,Success,192.168.1.65,Desktop,Germany,0.1807900329425323,0.0,0.7144140984441399,0.0
0.6966966966966968,2023-08-28 19:01:34.618259,Success,192.168.1.54,Mobile,Canada,0.005008558137497974,0.0,0.7156535290510682,0.0
0.7947947947947948,2023-08-25 01:56:34.618259,Success,192.168.1.16,Tablet,Germany,0.04620060008858352,0.0,0.6262987854855524,0.0
0.6596596596596597,2023-08-28 13:57:34.618259,Success,192.168.1.27,Mobile,Japan,0.48551969553822283,0.0,0.49976359772775725,1.0
0.6566566566566566,2023-08-27 09:05:34.618259,Success,192.168.1.14,Desktop,Japan,0.2909939643765989,0.0,0.5507798139298952,1.0
0.7167167167167168,2023-08-30 20:06:34.618259,Success,192.168.1.14,Desktop,Germany,0.012054277831341387,0.0,0.7159910386485336,0.0
0.0960960960960961,2023-08-28 17:55:34.618259,Success,192.168.1.95,Desktop,Germany,0.05323094337566147,0.0,0.43234933168635137,0.0
0.8858858858858859,2023-08-28 15:43:34.618259,Success,192.168.1.54,Mobile,Japan,0.14653432567275712,0.0,0.5560459162430696,0.0
0.7937937937937938,2023-08-31 01:03:34.618259,Success,192.168.1.25,Tablet,USA,0.1661842798996743,0.0,0.6083291707837756,0.0
0.34734734734734735,2023-08-30 22:05:34.618259,Success,192.168.1.16,Mobile,USA,0.05474848100137134,0.0,0.5405050848397089,0.0
0.18418418418418417,2023-08-31 12:01:34.618259,Success,192.168.1.95,Tablet,USA,0.14516627478104732,0.0,0.55176020053856,0.0
0.07607607607607607,2023-08-28 03:16:34.618259,Success,192.168.1.27,Desktop,Germany,0.17029292183133893,0.0,0.5479891057204075,0.0
0.3253253253253253,2023-08-24 21:13:34.618259,Success,192.168.1.25,Tablet,Japan,0.17214003209574535,0.0,0.6482196187759663,0.0
0.918918918918919,2023-08-25 15:10:34.618259,Success,192.168.1.36,Tablet,Japan,0.19380163873876513,0.0,0.5538222294990442,0.0
0.21521521521521522,2023-08-28 22:36:34.618259,Success,192.168.1.20,Mobile,Canada,0.10411383656954167,0.0,0.7581359952896721,0.0
0.953953953953954,2023-08-26 10:08:34.618259,Success,192.168.1.20,Tablet,Germany,0.15764602827213434,0.0,0.6324899595478554,0.0
0.5045045045045046,2023-08-30 18:51:34.618259,Success,192.168.1.95,Tablet,Japan,0.219217308636245,0.0,0.7340758151361395,0.0
0.7497497497497497,2023-08-28 20:26:34.618259,Success,192.168.1.95,Mobile,Canada,0.03797636639590911,0.0,0.6451107446617935,0.0
0.3383383383383384,2023-08-25 06:30:34.618259,Success,192.168.1.95,Desktop,USA,0.11261794574964307,0.0,0.5996598747657549,0.0
0.035035035035035036,2023-08-28 02:37:34.618259,Success,192.168.1.14,Desktop,Japan,0.08901084085900612,0.0,0.4542628858128034,0.0
0.4644644644644645,2023-08-30 12:07:34.618259,Fail,192.168.1.27,Mobile,Japan,0.0,0.2,0.17406930445858637,1.0
0.987987987987988,2023-08-28 06:53:34.618259,Success,192.168.1.16,Tablet,Canada,0.011650476142383175,0.0,0.6695979274973632,0.0
0.6656656656656657,2023-08-26 04:39:34.618259,Success,192.168.1.95,Desktop,Canada,0.16042801939396287,0.0,0.6393587553034896,0.0
0.2522522522522523,2023-08-29 14:43:34.618259,Success,192.168.1.27,Desktop,Canada,0.1961999030946223,0.0,0.6696159423502186,0.0
